Address,Word
019b,00
019c,00
019d,00
019e,00
019f,00
01a0,00
01a1,00
01a2,00
01a3,00
01a4,00
01a5,00
01a6,00
01a7,00
01a8,00
01a9,00
01aa,00
01ab,00
01ac,00
01ad,00
01ae,00
01af,00
01b0,00
01b1,00
01b2,00
01b3,00
01b4,00
01b5,1f
01b6,fc
01b7,00
01b8,00
01b9,00
01ba,00
01bb,00
01bc,00
01bd,00
01be,00
01bf,00
01c0,00
01c1,00
01c2,00
01c3,00
01c4,00
01c5,00
01c6,00
01c7,00
01c8,00
01c9,00
01ca,00
01cb,00
01cc,00
01cd,00
01ce,00
01cf,00
01d0,00
01d1,00
01d2,00
01d3,00
01d4,00
01d5,3f
01d6,fc
01d7,00
01d8,00
01d9,00
01da,00
01db,00
01dc,00
01dd,00
01de,00
01df,00
01e0,00
01e1,00
01e2,00
01e3,00
01e4,00
01e5,00
01e6,00
01e7,00
01e8,00
01e9,00
01ea,00
01eb,00
01ec,00
01ed,00
01ee,00
01ef,00
01f0,00
01f1,00
01f2,00
01f3,00
01f4,00
01f5,7e
01f6,7e
01f7,00
01f8,00
01f9,00
01fa,00
01fb,00
01fc,00
01fd,00
01fe,00
01ff,00
0200,00
0201,00
0202,00
0203,00
0204,00
0205,00
0206,00
0207,00
0208,00
0209,00
020a,00
020b,00
020c,00
020d,00
020e,00
020f,00
0210,00
0211,00
0212,00
0213,00
0214,00
0215,f8
0216,7e
0217,00
0218,00
0219,00
021a,00
021b,00
021c,00
021d,00
021e,00
021f,00
0220,00
0221,00
0222,00
0223,00
0224,00
0225,00
0226,00
0227,00
0228,00
0229,00
022a,00
022b,00
022c,00
022d,00
022e,00
022f,00
0230,00
0231,00
0232,00
0233,00
0234,01
0235,f0
0236,3f
0237,00
0238,00
0239,00
023a,00
023b,00
023c,00
023d,00
023e,00
023f,00
0240,00
0241,00
0242,00
0243,00
0244,00
0245,00
0246,00
0247,00
0248,00
0249,00
024a,00
024b,00
024c,00
024d,00
024e,00
024f,00
0250,00
0251,00
0252,00
0253,00
0254,01
0255,e0
0256,1f
0257,00
0258,00
0259,00
025a,00
025b,00
025c,00
025d,00
025e,00
025f,00
0260,00
0261,00
0262,00
0263,00
0264,00
0265,00
0266,00
0267,00
0268,00
0269,00
026a,00
026b,00
026c,00
026d,00
026e,00
026f,00
0270,00
0271,00
0272,00
0273,00
0274,03
0275,c0
0276,1f
0277,80
0278,00
0279,00
027a,00
027b,00
027c,00
027d,00
027e,00
027f,00
0280,00
0281,00
0282,00
0283,00
0284,00
0285,00
0286,00
0287,00
0288,00
0289,00
028a,00
028b,00
028c,00
028d,00
028e,00
028f,00
0290,00
0291,00
0292,00
0293,00
0294,07
0295,80
0296,0f
0297,c0
0298,00
0299,00
029a,00
029b,00
029c,00
029d,00
029e,00
029f,00
02a0,00
02a1,00
02a2,00
02a3,00
02a4,00
02a5,00
02a6,00
02a7,00
02a8,00
02a9,00
02aa,00
02ab,00
02ac,00
02ad,00
02ae,00
02af,00
02b0,00
02b1,00
02b2,00
02b3,00
02b4,07
02b5,80
02b6,07
02b7,c0
02b8,00
02b9,00
02ba,00
02bb,00
02bc,00
02bd,00
02be,00
02bf,00
02c0,00
02c1,00
02c2,00
02c3,00
02c4,00
02c5,00
02c6,00
02c7,00
02c8,00
02c9,00
02ca,00
02cb,00
02cc,00
02cd,00
02ce,00
02cf,00
02d0,00
02d1,00
02d2,00
02d3,00
02d4,0f
02d5,80
02d6,07
02d7,e0
02d8,00
02d9,00
02da,00
02db,00
02dc,00
02dd,00
02de,00
02df,00
02e0,00
02e1,00
02e2,00
02e3,00
02e4,00
02e5,00
02e6,00
02e7,00
02e8,00
02e9,00
02ea,00
02eb,00
02ec,00
02ed,00
02ee,00
02ef,00
02f0,00
02f1,00
02f2,00
02f3,00
02f4,0f
02f5,00
02f6,03
02f7,f0
02f8,00
02f9,00
02fa,00
02fb,00
02fc,00
02fd,00
02fe,00
02ff,00
0300,00
0301,00
0302,00
0303,00
0304,00
0305,00
0306,00
0307,00
0308,00
0309,00
030a,00
030b,00
030c,00
030d,00
030e,00
030f,00
0310,00
0311,00
0312,00
0313,00
0314,0f
0315,00
0316,01
0317,f0
0318,00
0319,00
031a,00
031b,00
031c,00
031d,00
031e,00
031f,00
0320,00
0321,00
0322,00
0323,00
0324,00
0325,00
0326,00
0327,00
0328,00
0329,00
032a,00
032b,00
032c,00
032d,00
032e,00
032f,00
0330,00
0331,00
0332,00
0333,00
0334,1f
0335,08
0336,00
0337,f8
0338,00
0339,00
033a,00
033b,00
033c,00
033d,00
033e,00
033f,00
0340,00
0341,00
0342,00
0343,00
0344,00
0345,00
0346,00
0347,00
0348,00
0349,00
034a,00
034b,00
034c,00
034d,00
034e,00
034f,00
0350,00
0351,00
0352,00
0353,00
0354,1f
0355,08
0356,00
0357,7c
0358,00
0359,00
035a,00
035b,00
035c,00
035d,00
035e,00
035f,00
0360,00
0361,00
0362,00
0363,00
0364,00
0365,00
0366,00
0367,00
0368,00
0369,00
036a,00
036b,00
036c,00
036d,00
036e,00
036f,00
0370,00
0371,00
0372,00
0373,00
0374,1f
0375,18
0376,00
0377,3e
0378,00
0379,00
037a,00
037b,00
037c,00
037d,00
037e,00
037f,00
0380,00
0381,00
0382,00
0383,00
0384,00
0385,00
0386,00
0387,00
0388,00
0389,00
038a,00
038b,01
038c,c0
038d,00
038e,00
038f,00
0390,00
0391,00
0392,00
0393,00
0394,1f
0395,30
0396,00
0397,3f
0398,00
0399,00
039a,00
039b,00
039c,00
039d,00
039e,00
039f,00
03a0,00
03a1,00
03a2,00
03a3,00
03a4,00
03a5,00
03a6,00
03a7,00
03a8,00
03a9,00
03aa,00
03ab,03
03ac,f8
03ad,00
03ae,00
03af,00
03b0,00
03b1,00
03b2,00
03b3,00
03b4,1f
03b5,33
03b6,00
03b7,3f
03b8,80
03b9,00
03ba,00
03bb,00
03bc,00
03bd,00
03be,00
03bf,00
03c0,00
03c1,00
03c2,00
03c3,00
03c4,00
03c5,00
03c6,00
03c7,00
03c8,00
03c9,00
03ca,00
03cb,03
03cc,ff
03cd,00
03ce,00
03cf,00
03d0,00
03d1,00
03d2,00
03d3,00
03d4,1f
03d5,73
03d6,00
03d7,3f
03d8,c0
03d9,00
03da,00
03db,00
03dc,00
03dd,00
03de,00
03df,00
03e0,00
03e1,00
03e2,00
03e3,00
03e4,00
03e5,00
03e6,00
03e7,00
03e8,00
03e9,00
03ea,00
03eb,03
03ec,1f
03ed,e0
03ee,00
03ef,00
03f0,00
03f1,00
03f2,00
03f3,00
03f4,1f
03f5,e3
03f6,00
03f7,7f
03f8,c0
03f9,00
03fa,00
03fb,00
03fc,00
03fd,00
03fe,00
03ff,00
0400,00
0401,00
0402,00
0403,00
0404,00
0405,00
0406,00
0407,00
0408,00
0409,00
040a,00
040b,03
040c,03
040d,fc
040e,00
040f,00
0410,00
0411,00
0412,00
0413,00
0414,1f
0415,e7
0416,00
0417,7f
0418,e0
0419,00
041a,00
041b,00
041c,00
041d,00
041e,00
041f,00
0420,00
0421,00
0422,00
0423,00
0424,00
0425,00
0426,00
0427,00
0428,00
0429,00
042a,0e
042b,03
042c,b8
042d,fc
042e,00
042f,00
0430,00
0431,00
0432,00
0433,00
0434,0f
0435,e6
0436,00
0437,ff
0438,f0
0439,00
043a,00
043b,00
043c,00
043d,00
043e,00
043f,00
0440,00
0441,00
0442,00
0443,00
0444,00
0445,00
0446,00
0447,00
0448,00
0449,00
044a,7f
044b,c3
044c,fe
044d,38
044e,00
044f,00
0450,00
0451,00
0452,00
0453,00
0454,03
0455,fe
0456,01
0457,ff
0458,f8
0459,00
045a,00
045b,00
045c,00
045d,00
045e,00
045f,00
0460,00
0461,00
0462,00
0463,00
0464,00
0465,00
0466,00
0467,00
0468,00
0469,03
046a,ff
046b,ff
046c,fe
046d,70
046e,00
046f,00
0470,00
0471,00
0472,00
0473,00
0474,01
0475,ff
0476,e3
0477,ff
0478,f8
0479,00
047a,00
047b,00
047c,00
047d,00
047e,00
047f,00
0480,00
0481,00
0482,00
0483,00
0484,00
0485,00
0486,00
0487,00
0488,00
0489,1f
048a,ff
048b,ff
048c,ff
048d,e0
048e,00
048f,00
0490,00
0491,00
0492,00
0493,00
0494,00
0495,3f
0496,ff
0497,ff
0498,fc
0499,00
049a,00
049b,00
049c,00
049d,00
049e,00
049f,00
04a0,00
04a1,00
04a2,00
04a3,00
04a4,00
04a5,00
04a6,00
04a7,00
04a8,00
04a9,ff
04aa,ff
04ab,ff
04ac,ff
04ad,e0
04ae,00
04af,00
04b0,00
04b1,00
04b2,00
04b3,00
04b4,00
04b5,07
04b6,ff
04b7,ff
04b8,fc
04b9,00
04ba,00
04bb,00
04bc,00
04bd,00
04be,00
04bf,00
04c0,00
04c1,00
04c2,00
04c3,00
04c4,00
04c5,00
04c6,00
04c7,00
04c8,07
04c9,ff
04ca,ff
04cb,ff
04cc,ff
04cd,c0
04ce,00
04cf,00
04d0,00
04d1,00
04d2,00
04d3,00
04d4,00
04d5,01
04d6,ff
04d7,ff
04d8,fe
04d9,00
04da,00
04db,00
04dc,00
04dd,00
04de,00
04df,00
04e0,00
04e1,00
04e2,00
04e3,00
04e4,00
04e5,00
04e6,00
04e7,00
04e8,3f
04e9,ff
04ea,ff
04eb,ff
04ec,ff
04ed,c0
04ee,00
04ef,00
04f0,00
04f1,00
04f2,00
04f3,00
04f4,00
04f5,00
04f6,7f
04f7,ff
04f8,fe
04f9,00
04fa,00
04fb,00
04fc,00
04fd,00
04fe,00
04ff,00
0500,00
0501,00
0502,00
0503,00
0504,00
0505,00
0506,00
0507,00
0508,ff
0509,ff
050a,ff
050b,ff
050c,ff
050d,f0
050e,00
050f,00
0510,00
0511,00
0512,00
0513,00
0514,00
0515,00
0516,1f
0517,ff
0518,fe
0519,00
051a,00
051b,00
051c,00
051d,00
051e,00
051f,00
0520,00
0521,00
0522,00
0523,00
0524,00
0525,00
0526,00
0527,00
0528,ff
0529,ff
052a,ff
052b,ff
052c,ff
052d,fe
052e,00
052f,00
0530,00
0531,00
0532,00
0533,00
0534,00
0535,00
0536,1f
0537,ff
0538,ff
0539,00
053a,00
053b,00
053c,00
053d,00
053e,00
053f,00
0540,00
0541,00
0542,00
0543,00
0544,00
0545,00
0546,00
0547,01
0548,ff
0549,ff
054a,ff
054b,ff
054c,ff
054d,fe
054e,00
054f,00
0550,00
0551,00
0552,00
0553,00
0554,00
0555,00
0556,0f
0557,ff
0558,ff
0559,00
055a,00
055b,00
055c,00
055d,00
055e,00
055f,00
0560,00
0561,00
0562,00
0563,00
0564,00
0565,00
0566,00
0567,c1
0568,ff
0569,ff
056a,ff
056b,ff
056c,ff
056d,fe
056e,00
056f,00
0570,00
0571,00
0572,00
0573,00
0574,00
0575,00
0576,07
0577,ff
0578,ff
0579,00
057a,00
057b,00
057c,00
057d,00
057e,00
057f,00
0580,00
0581,00
0582,00
0583,00
0584,00
0585,00
0586,01
0587,e1
0588,ff
0589,ff
058a,ff
058b,ff
058c,ff
058d,fe
058e,00
058f,00
0590,00
0591,00
0592,00
0593,00
0594,00
0595,00
0596,07
0597,e3
0598,ff
0599,00
059a,00
059b,00
059c,00
059d,00
059e,00
059f,00
05a0,00
05a1,00
05a2,00
05a3,00
05a4,00
05a5,00
05a6,03
05a7,f3
05a8,ff
05a9,ff
05aa,ff
05ab,ff
05ac,ff
05ad,fe
05ae,00
05af,00
05b0,00
05b1,00
05b2,00
05b3,00
05b4,00
05b5,00
05b6,03
05b7,e3
05b8,ff
05b9,00
05ba,00
05bb,00
05bc,00
05bd,00
05be,00
05bf,00
05c0,00
05c1,00
05c2,00
05c3,00
05c4,00
05c5,00
05c6,07
05c7,fb
05c8,ff
05c9,ff
05ca,ff
05cb,ff
05cc,ff
05cd,fe
05ce,00
05cf,00
05d0,00
05d1,00
05d2,00
05d3,00
05d4,00
05d5,00
05d6,03
05d7,e1
05d8,ff
05d9,80
05da,00
05db,00
05dc,00
05dd,00
05de,00
05df,00
05e0,00
05e1,00
05e2,00
05e3,00
05e4,00
05e5,00
05e6,0f
05e7,3f
05e8,ff
05e9,ff
05ea,ff
05eb,e7
05ec,ff
05ed,fe
05ee,00
05ef,00
05f0,00
05f1,00
05f2,00
05f3,00
05f4,00
05f5,00
05f6,03
05f7,e1
05f8,ff
05f9,80
05fa,00
05fb,00
05fc,00
05fd,00
05fe,00
05ff,00
0600,00
0601,00
0602,00
0603,00
0604,00
0605,00
0606,1e
0607,1f
0608,ff
0609,f0
060a,1f
060b,df
060c,1f
060d,fe
060e,00
060f,00
0610,00
0611,00
0612,00
0613,00
0614,00
0615,00
0616,03
0617,e1
0618,ff
0619,80
061a,00
061b,00
061c,00
061d,00
061e,00
061f,00
0620,00
0621,00
0622,00
0623,00
0624,00
0625,00
0626,3c
0627,0f
0628,ff
0629,cf
062a,ff
062b,3b
062c,8f
062d,fe
062e,00
062f,00
0630,00
0631,00
0632,00
0633,00
0634,00
0635,00
0636,03
0637,e1
0638,ff
0639,80
063a,00
063b,00
063c,00
063d,00
063e,00
063f,00
0640,00
0641,00
0642,00
0643,00
0644,00
0645,00
0646,38
0647,e7
0648,ff
0649,1f
064a,ff
064b,23
064c,c7
064d,fc
064e,00
064f,00
0650,7f
0651,80
0652,00
0653,00
0654,00
0655,00
0656,03
0657,e1
0658,ff
0659,80
065a,00
065b,00
065c,00
065d,00
065e,00
065f,00
0660,00
0661,00
0662,00
0663,00
0664,00
0665,00
0666,71
0667,fb
0668,fe
0669,3f
066a,1f
066b,27
066c,c7
066d,fe
066e,00
066f,07
0670,c0
0671,00
0672,00
0673,00
0674,00
0675,00
0676,03
0677,e3
0678,ff
0679,00
067a,00
067b,00
067c,00
067d,00
067e,00
067f,00
0680,00
0681,00
0682,00
0683,00
0684,00
0685,00
0686,e3
0687,ff
0688,fe
0689,f7
068a,0f
068b,bf
068c,ff
068d,ff
068e,f0
068f,1c
0690,00
0691,00
0692,00
0693,00
0694,00
0695,00
0696,03
0697,e3
0698,ff
0699,00
069a,00
069b,00
069c,00
069d,00
069e,00
069f,00
06a0,00
06a1,00
06a2,00
06a3,00
06a4,00
06a5,01
06a6,c7
06a7,ff
06a8,ff
06a9,d7
06aa,8f
06ab,ff
06ac,ff
06ad,ff
06ae,f8
06af,60
06b0,00
06b1,00
06b2,00
06b3,00
06b4,00
06b5,00
06b6,03
06b7,c3
06b8,ff
06b9,00
06ba,00
06bb,00
06bc,00
06bd,00
06be,00
06bf,00
06c0,00
06c1,00
06c2,00
06c3,00
06c4,00
06c5,00
06c6,ef
06c7,ff
06c8,ff
06c9,ff
06ca,bf
06cb,fe
06cc,00
06cd,7e
06ce,3f
06cf,80
06d0,00
06d1,00
06d2,00
06d3,00
06d4,00
06d5,00
06d6,03
06d7,c7
06d8,ff
06d9,00
06da,00
06db,00
06dc,00
06dd,00
06de,00
06df,00
06e0,00
06e1,00
06e2,00
06e3,00
06e4,00
06e5,00
06e6,ff
06e7,ff
06e8,ff
06e9,ff
06ea,ff
06eb,e0
06ec,00
06ed,7e
06ee,0f
06ef,00
06f0,00
06f1,00
06f2,00
06f3,00
06f4,00
06f5,00
06f6,03
06f7,c7
06f8,ff
06f9,00
06fa,00
06fb,00
06fc,00
06fd,00
06fe,00
06ff,00
0700,00
0701,00
0702,00
0703,00
0704,00
0705,00
0706,7f
0707,ff
0708,ff
0709,ff
070a,ff
070b,fc
070c,00
070d,ff
070e,0f
070f,80
0710,3f
0711,e0
0712,00
0713,00
0714,00
0715,00
0716,07
0717,e7
0718,ff
0719,00
071a,00
071b,00
071c,00
071d,00
071e,00
071f,00
0720,00
0721,00
0722,00
0723,00
0724,00
0725,00
0726,7f
0727,ff
0728,ff
0729,ff
072a,ff
072b,ff
072c,ff
072d,ff
072e,19
072f,e7
0730,f0
0731,00
0732,00
0733,00
0734,00
0735,00
0736,07
0737,ff
0738,fe
0739,00
073a,00
073b,00
073c,00
073d,00
073e,00
073f,00
0740,00
0741,00
0742,00
0743,00
0744,00
0745,00
0746,3f
0747,ff
0748,ff
0749,ff
074a,df
074b,ff
074c,ff
074d,fe
074e,20
074f,fc
0750,00
0751,00
0752,00
0753,00
0754,00
0755,00
0756,07
0757,ff
0758,fe
0759,00
075a,00
075b,00
075c,00
075d,00
075e,00
075f,00
0760,00
0761,00
0762,00
0763,00
0764,00
0765,00
0766,1f
0767,ff
0768,ff
0769,fe
076a,0f
076b,ff
076c,e7
076d,fc
076e,41
076f,f0
0770,00
0771,00
0772,00
0773,00
0774,00
0775,00
0776,0f
0777,ff
0778,fe
0779,00
077a,00
077b,00
077c,00
077d,00
077e,00
077f,00
0780,00
0781,00
0782,00
0783,00
0784,00
0785,00
0786,1f
0787,ff
0788,ff
0789,fe
078a,03
078b,ff
078c,c1
078d,f8
078e,c7
078f,e0
0790,00
0791,00
0792,00
0793,00
0794,00
0795,00
0796,7f
0797,ff
0798,fc
0799,00
079a,00
079b,00
079c,00
079d,00
079e,00
079f,00
07a0,00
07a1,00
07a2,00
07a3,00
07a4,00
07a5,00
07a6,0c
07a7,3f
07a8,ff
07a9,ff
07aa,81
07ab,ff
07ac,c1
07ad,f0
07ae,19
07af,e0
07b0,00
07b1,00
07b2,00
07b3,00
07b4,00
07b5,03
07b6,ff
07b7,ff
07b8,fc
07b9,00
07ba,00
07bb,00
07bc,00
07bd,00
07be,00
07bf,00
07c0,00
07c1,00
07c2,00
07c3,00
07c4,00
07c5,00
07c6,01
07c7,ff
07c8,ff
07c9,fc
07ca,e0
07cb,7f
07cc,ff
07cd,e0
07ce,61
07cf,ff
07d0,fc
07d1,00
07d2,00
07d3,00
07d4,00
07d5,3f
07d6,ff
07d7,ff
07d8,fc
07d9,00
07da,00
07db,00
07dc,00
07dd,00
07de,00
07df,00
07e0,00
07e1,00
07e2,00
07e3,00
07e4,00
07e5,00
07e6,0e
07e7,7f
07e8,ff
07e9,fc
07ea,20
07eb,0f
07ec,ff
07ed,c1
07ee,c3
07ef,f0
07f0,00
07f1,00
07f2,00
07f3,00
07f4,01
07f5,ff
07f6,f3
07f7,ff
07f8,fc
07f9,00
07fa,00
07fb,00
07fc,00
07fd,00
07fe,00
07ff,00
0800,00
0801,00
0802,00
0803,00
0804,00
0805,00
0806,70
0807,ff
0808,ff
0809,ff
080a,e0
080b,00
080c,03
080d,83
080e,1f
080f,80
0810,00
0811,00
0812,00
0813,00
0814,1f
0815,ff
0816,01
0817,ff
0818,f8
0819,00
081a,00
081b,00
081c,00
081d,00
081e,00
081f,00
0820,00
0821,00
0822,00
0823,00
0824,00
0825,01
0826,c3
0827,ff
0828,ff
0829,f8
082a,1f
082b,00
082c,00
082d,04
082e,37
082f,80
0830,00
0831,00
0832,00
0833,00
0834,ff
0835,f8
0836,03
0837,ff
0838,f8
0839,00
083a,00
083b,00
083c,00
083d,00
083e,00
083f,00
0840,00
0841,00
0842,00
0843,00
0844,00
0845,02
0846,07
0847,ff
0848,ff
0849,f0
084a,03
084b,00
084c,00
084d,04
084e,27
084f,00
0850,00
0851,00
0852,00
0853,07
0854,ff
0855,80
0856,1f
0857,ff
0858,f0
0859,00
085a,00
085b,00
085c,00
085d,00
085e,00
085f,00
0860,00
0861,00
0862,00
0863,00
0864,00
0865,00
0866,1f
0867,ff
0868,ff
0869,ff
086a,f0
086b,00
086c,00
086d,00
086e,07
086f,00
0870,00
0871,00
0872,00
0873,7f
0874,fe
0875,01
0876,ff
0877,ff
0878,f0
0879,00
087a,00
087b,00
087c,00
087d,00
087e,00
087f,00
0880,00
0881,00
0882,00
0883,00
0884,00
0885,00
0886,1f
0887,ff
0888,ff
0889,f8
088a,20
088b,00
088c,02
088d,00
088e,0f
088f,c0
0890,00
0891,00
0892,00
0893,ff
0894,ff
0895,1f
0896,ff
0897,ff
0898,e0
0899,00
089a,00
089b,00
089c,00
089d,00
089e,00
089f,00
08a0,00
08a1,00
08a2,00
08a3,00
08a4,00
08a5,00
08a6,3f
08a7,ff
08a8,ff
08a9,f8
08aa,00
08ab,00
08ac,03
08ad,00
08ae,1f
08af,e0
08b0,00
08b1,00
08b2,01
08b3,ff
08b4,ff
08b5,ff
08b6,ff
08b7,ff
08b8,e0
08b9,00
08ba,00
08bb,00
08bc,00
08bd,00
08be,00
08bf,00
08c0,00
08c1,00
08c2,00
08c3,00
08c4,00
08c5,00
08c6,3f
08c7,ff
08c8,ff
08c9,de
08ca,00
08cb,00
08cc,07
08cd,c0
08ce,fd
08cf,f8
08d0,00
08d1,00
08d2,01
08d3,ff
08d4,ff
08d5,ff
08d6,ff
08d7,ff
08d8,c0
08d9,00
08da,00
08db,00
08dc,00
08dd,00
08de,00
08df,00
08e0,00
08e1,00
08e2,00
08e3,00
08e4,00
08e5,00
08e6,3f
08e7,ff
08e8,fd
08e9,ff
08ea,80
08eb,00
08ec,0f
08ed,ff
08ee,fc
08ef,38
08f0,00
08f1,00
08f2,01
08f3,ff
08f4,ff
08f5,ff
08f6,ff
08f7,ff
08f8,c0
08f9,00
08fa,00
08fb,00
08fc,00
08fd,00
08fe,00
08ff,00
0900,00
0901,00
0902,00
0903,00
0904,00
0905,00
0906,ff
0907,ff
0908,fc
0909,e3
090a,ff
090b,ff
090c,ff
090d,ff
090e,f0
090f,38
0910,00
0911,00
0912,00
0913,ff
0914,ff
0915,ff
0916,ff
0917,ff
0918,80
0919,00
091a,00
091b,00
091c,00
091d,00
091e,00
091f,00
0920,00
0921,00
0922,00
0923,00
0924,00
0925,01
0926,ff
0927,ff
0928,fc
0929,73
092a,ff
092b,ff
092c,fe
092d,7f
092e,80
092f,38
0930,00
0931,00
0932,00
0933,ff
0934,ff
0935,ff
0936,ff
0937,ff
0938,80
0939,00
093a,00
093b,00
093c,00
093d,00
093e,00
093f,00
0940,00
0941,00
0942,00
0943,00
0944,00
0945,06
0946,7f
0947,ff
0948,fc
0949,7a
094a,06
094b,3f
094c,f8
094d,1e
094e,00
094f,38
0950,00
0951,00
0952,00
0953,ff
0954,ff
0955,ff
0956,ff
0957,fe
0958,00
0959,00
095a,00
095b,00
095c,00
095d,00
095e,00
095f,00
0960,00
0961,00
0962,00
0963,00
0964,00
0965,0c
0966,7f
0967,ff
0968,fc
0969,3c
096a,02
096b,00
096c,38
096d,0e
096e,00
096f,38
0970,00
0971,00
0972,00
0973,fe
0974,ff
0975,ff
0976,ff
0977,e0
0978,00
0979,00
097a,00
097b,00
097c,00
097d,00
097e,00
097f,00
0980,00
0981,00
0982,00
0983,00
0984,00
0985,18
0986,7f
0987,ff
0988,fe
0989,1c
098a,06
098b,00
098c,70
098d,0f
098e,00
098f,78
0990,00
0991,00
0992,00
0993,f8
0994,7f
0995,ff
0996,fe
0997,00
0998,00
0999,00
099a,00
099b,00
099c,00
099d,00
099e,00
099f,00
09a0,00
09a1,00
09a2,00
09a3,00
09a4,00
09a5,00
09a6,7f
09a7,ff
09a8,bf
09a9,0f
09aa,04
09ab,01
09ac,e0
09ad,07
09ae,80
09af,70
09b0,c0
09b1,00
09b2,00
09b3,f8
09b4,3f
09b5,ff
09b6,e0
09b7,00
09b8,00
09b9,00
09ba,00
09bb,00
09bc,00
09bd,00
09be,00
09bf,00
09c0,00
09c1,00
09c2,00
09c3,00
09c4,00
09c5,00
09c6,7f
09c7,df
09c8,1f
09c9,c7
09ca,ff
09cb,03
09cc,c0
09cd,07
09ce,10
09cf,f1
09d0,f0
09d1,00
09d2,00
09d3,78
09d4,3f
09d5,fc
09d6,00
09d7,00
09d8,00
